COUNTY,WEEK_END_DATE,TOTAL_CASES,TOTAL_DEATHS,TOTAL_HOSP,Year
Jackson,2022-02-05,3075,51,116,2022
Jefferson,2022-02-05,15082,238,276,2022
Johnson,2022-02-05,4867,75,196,2022
Knox,2022-02-05,121164,1187,2613,2022
Lake,2022-02-05,2613,36,41,2022
Lauderdale,2022-02-05,7633,90,148,2022
Lawrence,2022-02-05,13854,169,405,2022
Lewis,2022-02-05,3461,50,98,2022
Lincoln,2022-02-05,9700,135,236,2022
Loudon,2022-02-05,14510,170,252,2022
Macon,2022-02-05,8132,131,262,2022
Madison,2022-02-05,28497,383,483,2022
Marion,2022-02-05,8473,117,263,2022
Marshall,2022-02-05,10162,109,235,2022
Maury,2022-02-05,28295,295,644,2022
McMinn,2022-02-05,16153,217,403,2022
McNairy,2022-02-05,7072,95,114,2022
Meigs,2022-02-05,3328,51,93,2022
Monroe,2022-02-05,14043,206,418,2022
Montgomery,2022-02-05,47980,511,706,2022
Moore,2022-02-05,2168,36,38,2022
Morgan,2022-02-05,5751,72,92,2022
Obion,2022-02-05,10453,160,241,2022
Overton,2022-02-05,6925,118,223,2022
Perry,2022-02-05,2240,43,58,2022
Pickett,2022-02-05,1718,30,75,2022
Polk,2022-02-05,4502,52,143,2022
Putnam,2022-02-05,24233,274,624,2022
Rhea,2022-02-05,9713,137,195,2022
Roane,2022-02-05,15143,208,288,2022
Robertson,2022-02-05,22143,265,847,2022
Rutherford,2022-02-05,92820,814,1684,2022
Scott,2022-02-05,8422,100,118,2022
Sequatchie,2022-02-05,4102,63,102,2022
Sevier,2022-02-05,29161,369,523,2022
Shelby,2022-02-05,229309,2969,8249,2022
Smith,2022-02-05,5933,71,143,2022
Stewart,2022-02-05,3122,47,76,2022
Sullivan,2022-02-05,42873,607,1751,2022
Sumner,2022-02-05,51192,648,1561,2022
Tipton,2022-02-05,17213,195,449,2022
Trousdale,2022-02-05,4122,43,98,2022
Unicoi,2022-02-05,4754,86,186,2022
Union,2022-02-05,5135,67,92,2022
Van Buren,2022-02-05,1795,44,47,2022
Warren,2022-02-05,12616,158,210,2022
Washington,2022-02-05,34944,436,1059,2022
Wayne,2022-02-05,5525,53,119,2022
Weakley,2022-02-05,9228,119,183,2022
White,2022-02-05,7951,121,259,2022
Williamson,2022-02-05,60524,367,838,2022
Wilson,2022-02-05,40899,449,920,2022
Unknown,2022-02-05,70147,444,953,2022
Anderson,2022-01-29,19655,287,365,2022
Bedford,2022-01-29,13880,211,310,2022
Benton,2022-01-29,3989,84,120,2022
Bledsoe,2022-01-29,4358,43,84,2022
Blount,2022-01-29,35869,354,859,2022
Bradley,2022-01-29,31521,355,996,2022
Campbell,2022-01-29,10632,137,184,2022
Cannon,2022-01-29,3766,52,99,2022
Carroll,2022-01-29,8256,133,211,2022
Carter,2022-01-29,14576,290,608,2022
Cheatham,2022-01-29,10308,105,258,2022
Chester,2022-01-29,5264,86,87,2022
Claiborne,2022-01-29,7852,148,163,2022
Clay,2022-01-29,2077,43,75,2022
Cocke,2022-01-29,10277,190,176,2022
Coffee,2022-01-29,15488,219,379,2022
Crockett,2022-01-29,4752,75,55,2022
Cumberland,2022-01-29,14641,289,341,2022
Davidson,2022-01-29,181312,1476,3871,2022
Decatur,2022-01-29,3375,53,82,2022
Dekalb,2022-01-29,5775,91,141,2022
Dickson,2022-01-29,14594,216,409,2022
Dyer,2022-01-29,11890,176,196,2022
Fayette,2022-01-29,10755,149,367,2022
Fentress,2022-01-29,5094,108,200,2022
Franklin,2022-01-29,11764,151,194,2022
Gibson,2022-01-29,16192,224,214,2022
Giles,2022-01-29,8759,159,264,2022
Grainger,2022-01-29,6173,98,115,2022
Greene,2022-01-29,20084,318,644,2022
Grundy,2022-01-29,3687,67,109,2022
Hamblen,2022-01-29,18212,309,362,2022
Hamilton,2022-01-29,91834,985,2529,2022
Hancock,2022-01-29,1800,29,54,2022
Hardeman,2022-01-29,6900,106,175,2022
Hardin,2022-01-29,7799,116,144,2022
Hawkins,2022-01-29,14778,259,505,2022
Haywood,2022-01-29,5701,84,117,2022
Henderson,2022-01-29,8375,126,162,2022
Henry,2022-01-29,7405,129,245,2022
Hickman,2022-01-29,6327,96,161,2022
Houston,2022-01-29,2424,56,90,2022
Humphreys,2022-01-29,4298,61,165,2022
Jackson,2022-01-29,2889,51,110,2022
Jefferson,2022-01-29,14337,232,275,2022
Johnson,2022-01-29,4733,73,194,2022
Knox,2022-01-29,115836,1159,2552,2022
Lake,2022-01-29,2583,34,41,2022
Lauderdale,2022-01-29,7429,86,144,2022
Lawrence,2022-01-29,13391,167,400,2022
Lewis,2022-01-29,3271,49,97,2022
Lincoln,2022-01-29,9348,133,232,2022
Loudon,2022-01-29,13928,163,244,2022
Macon,2022-01-29,7655,125,259,2022
Madison,2022-01-29,27513,376,480,2022
Marion,2022-01-29,7968,115,259,2022
Marshall,2022-01-29,9543,107,234,2022
Maury,2022-01-29,27428,289,639,2022
McMinn,2022-01-29,15235,212,394,2022
McNairy,2022-01-29,6570,92,112,2022
Meigs,2022-01-29,3194,47,92,2022
Monroe,2022-01-29,13267,206,416,2022
Montgomery,2022-01-29,46463,500,702,2022
Moore,2022-01-29,2061,35,37,2022
Morgan,2022-01-29,5409,66,90,2022
Obion,2022-01-29,10123,156,240,2022
Overton,2022-01-29,6427,118,219,2022
Perry,2022-01-29,2148,43,58,2022
Pickett,2022-01-29,1645,29,74,2022
Polk,2022-01-29,4343,51,141,2022
Putnam,2022-01-29,22832,274,619,2022
Rhea,2022-01-29,9318,136,193,2022
Roane,2022-01-29,14332,203,281,2022
Robertson,2022-01-29,21218,261,839,2022
Rutherford,2022-01-29,90172,804,1673,2022
Scott,2022-01-29,7789,98,114,2022
Sequatchie,2022-01-29,3820,62,101,2022
Sevier,2022-01-29,28282,363,518,2022
Shelby,2022-01-29,225241,2922,8202,2022
Smith,2022-01-29,5571,70,141,2022
Stewart,2022-01-29,3034,47,75,2022
Sullivan,2022-01-29,40687,596,1725,2022
Sumner,2022-01-29,49491,627,1546,2022
Tipton,2022-01-29,16670,192,447,2022
Trousdale,2022-01-29,3997,41,98,2022
Unicoi,2022-01-29,4318,85,184,2022
Union,2022-01-29,4823,66,91,2022
Van Buren,2022-01-29,1689,44,47,2022
Warren,2022-01-29,11812,153,208,2022
Washington,2022-01-29,33221,429,1046,2022
Wayne,2022-01-29,5349,52,115,2022
Weakley,2022-01-29,8843,115,180,2022
White,2022-01-29,7544,120,253,2022
Williamson,2022-01-29,58645,355,830,2022
Wilson,2022-01-29,39604,444,910,2022
Unknown,2022-01-29,67918,431,937,2022
Anderson,2022-01-22,18305,283,361,2022
Bedford,2022-01-22,12873,209,307,2022
Benton,2022-01-22,3773,83,120,2022
Bledsoe,2022-01-22,4192,43,84,2022
Blount,2022-01-22,33436,341,846,2022
Bradley,2022-01-22,29719,343,987,2022
Campbell,2022-01-22,9861,135,183,2022
Cannon,2022-01-22,3525,52,97,2022
Carroll,2022-01-22,7729,130,206,2022
Carter,2022-01-22,13678,282,606,2022
Cheatham,2022-01-22,9801,103,256,2022
Chester,2022-01-22,4970,84,87,2022
Claiborne,2022-01-22,7400,148,159,2022
Clay,2022-01-22,1962,43,75,2022
Cocke,2022-01-22,9803,187,175,2022
Coffee,2022-01-22,14543,218,373,2022
Crockett,2022-01-22,4551,75,55,2022
Cumberland,2022-01-22,13794,288,339,2022
Davidson,2022-01-22,174092,1443,3839,2022
Decatur,2022-01-22,3225,52,82,2022
Dekalb,2022-01-22,5430,91,141,2022
Dickson,2022-01-22,13817,214,407,2022
Dyer,2022-01-22,11262,172,193,2022
Fayette,2022-01-22,10396,142,366,2022
Fentress,2022-01-22,4800,105,199,2022
Franklin,2022-01-22,10984,148,190,2022
Gibson,2022-01-22,15178,220,208,2022
Giles,2022-01-22,8216,157,263,2022
Grainger,2022-01-22,5783,96,113,2022
Greene,2022-01-22,18617,309,627,2022
Grundy,2022-01-22,3504,66,109,2022
Hamblen,2022-01-22,17347,304,352,2022
Hamilton,2022-01-22,87693,966,2490,2022
Hancock,2022-01-22,1676,29,54,2022
Hardeman,2022-01-22,6618,100,173,2022
Hardin,2022-01-22,7370,115,144,2022
Hawkins,2022-01-22,13863,256,499,2022
Haywood,2022-01-22,5463,83,117,2022
Henderson,2022-01-22,7823,124,161,2022
Henry,2022-01-22,7029,124,243,2022
Hickman,2022-01-22,5990,94,160,2022
Houston,2022-01-22,2292,56,90,2022
Humphreys,2022-01-22,4060,61,164,2022
Jackson,2022-01-22,2682,50,109,2022
Jefferson,2022-01-22,13493,229,272,2022
Johnson,2022-01-22,4559,72,193,2022
Knox,2022-01-22,108687,1125,2481,2022
Lake,2022-01-22,2492,34,41,2022
Lauderdale,2022-01-22,7065,83,143,2022
Lawrence,2022-01-22,12525,165,397,2022
Lewis,2022-01-22,3058,49,97,2022
Lincoln,2022-01-22,8762,133,230,2022
Loudon,2022-01-22,12998,156,237,2022
Macon,2022-01-22,7264,123,259,2022
Madison,2022-01-22,26049,370,478,2022
Marion,2022-01-22,7409,115,253,2022
Marshall,2022-01-22,8958,107,232,2022
Maury,2022-01-22,26041,287,636,2022
McMinn,2022-01-22,14052,211,386,2022
McNairy,2022-01-22,6209,90,112,2022
Meigs,2022-01-22,2973,47,89,2022
Monroe,2022-01-22,12409,203,408,2022
Montgomery,2022-01-22,43973,491,699,2022
Moore,2022-01-22,1951,34,37,2022
Morgan,2022-01-22,4968,64,87,2022
Obion,2022-01-22,9649,153,238,2022
Overton,2022-01-22,6093,118,219,2022
Perry,2022-01-22,2017,43,58,2022
Pickett,2022-01-22,1519,28,74,2022
Polk,2022-01-22,4100,51,138,2022
Putnam,2022-01-22,21386,270,614,2022
Rhea,2022-01-22,8870,135,190,2022
Roane,2022-01-22,13340,195,273,2022
Robertson,2022-01-22,20110,258,830,2022
Rutherford,2022-01-22,85657,788,1657,2022
Scott,2022-01-22,7232,95,111,2022
Sequatchie,2022-01-22,3653,62,100,2022
Sevier,2022-01-22,27064,355,509,2022
Shelby,2022-01-22,217775,2869,8147,2022
Smith,2022-01-22,5273,67,141,2022
Stewart,2022-01-22,2849,45,75,2022
Sullivan,2022-01-22,38071,585,1704,2022
Sumner,2022-01-22,47231,617,1529,2022
Tipton,2022-01-22,15956,191,447,2022
Trousdale,2022-01-22,3819,41,98,2022
Unicoi,2022-01-22,4026,84,184,2022
Union,2022-01-22,4510,66,91,2022
Van Buren,2022-01-22,1556,44,46,2022
Warren,2022-01-22,10980,153,206,2022
Washington,2022-01-22,31062,422,1035,2022
Wayne,2022-01-22,5046,52,112,2022
Weakley,2022-01-22,8399,110,177,2022
White,2022-01-22,7029,118,253,2022
Williamson,2022-01-22,55701,351,824,2022
Wilson,2022-01-22,37710,434,905,2022
Unknown,2022-01-22,64758,416,923,2022
Anderson,2022-01-15,16775,277,355,2022
Bedford,2022-01-15,11674,208,303,2022
Benton,2022-01-15,3550,83,119,2022
Bledsoe,2022-01-15,4011,41,84,2022
Blount,2022-01-15,30371,335,825,2022
Bradley,2022-01-15,27293,331,981,2022
Campbell,2022-01-15,9040,132,181,2022
Cannon,2022-01-15,3309,51,97,2022
Carroll,2022-01-15,7125,126,203,2022
Carter,2022-01-15,12881,278,599,2022
Cheatham,2022-01-15,9224,99,250,2022
Chester,2022-01-15,4597,83,87,2022
Claiborne,2022-01-15,6767,146,158,2022
Clay,2022-01-15,1834,42,73,2022
Cocke,2022-01-15,9283,182,174,2022
Coffee,2022-01-15,13318,214,361,2022
Crockett,2022-01-15,4158,75,55,2022
Cumberland,2022-01-15,12948,287,338,2022
Davidson,2022-01-15,164921,1416,3801,2022
Decatur,2022-01-15,2968,51,81,2022
Dekalb,2022-01-15,5050,90,139,2022
Dickson,2022-01-15,12974,209,400,2022
Dyer,2022-01-15,10317,167,193,2022
Fayette,2022-01-15,9959,141,362,2022
Fentress,2022-01-15,4460,100,198,2022
Franklin,2022-01-15,9959,148,185,2022
Gibson,2022-01-15,13820,215,206,2022
Giles,2022-01-15,7473,152,256,2022
Grainger,2022-01-15,5416,95,113,2022
Greene,2022-01-15,17077,303,617,2022
Grundy,2022-01-15,3304,64,109,2022
Hamblen,2022-01-15,16172,298,343,2022
Hamilton,2022-01-15,82204,934,2421,2022
Hancock,2022-01-15,1590,29,53,2022
Hardeman,2022-01-15,6312,98,171,2022
Hardin,2022-01-15,6748,112,143,2022
Hawkins,2022-01-15,12865,249,491,2022
Haywood,2022-01-15,5050,82,116,2022
Henderson,2022-01-15,7028,121,156,2022
Henry,2022-01-15,6553,123,241,2022
Hickman,2022-01-15,5633,92,159,2022
Houston,2022-01-15,2178,55,90,2022
Humphreys,2022-01-15,3836,61,161,2022
Jackson,2022-01-15,2469,50,108,2022
Jefferson,2022-01-15,12460,225,265,2022
Johnson,2022-01-15,4439,69,191,2022
Knox,2022-01-15,100295,1096,2413,2022
Lake,2022-01-15,2339,34,41,2022
Lauderdale,2022-01-15,6468,81,141,2022
Lawrence,2022-01-15,11322,164,393,2022
Lewis,2022-01-15,2894,49,96,2022
Lincoln,2022-01-15,7977,132,230,2022
Loudon,2022-01-15,11835,152,230,2022
Macon,2022-01-15,6760,122,251,2022
Madison,2022-01-15,23975,370,475,2022
Marion,2022-01-15,6908,113,250,2022
Marshall,2022-01-15,8268,104,229,2022
Maury,2022-01-15,24167,279,632,2022
McMinn,2022-01-15,12689,205,378,2022
McNairy,2022-01-15,5776,87,112,2022
Meigs,2022-01-15,2722,47,87,2022
Monroe,2022-01-15,11502,201,400,2022
Montgomery,2022-01-15,41452,479,693,2022
Moore,2022-01-15,1777,33,34,2022
Morgan,2022-01-15,4555,63,82,2022
Obion,2022-01-15,8818,149,234,2022
Overton,2022-01-15,5730,114,219,2022
Perry,2022-01-15,1868,43,58,2022
Pickett,2022-01-15,1365,28,70,2022
Polk,2022-01-15,3785,50,138,2022
Putnam,2022-01-15,20122,269,608,2022
Rhea,2022-01-15,8232,132,187,2022
Roane,2022-01-15,12289,191,269,2022
Robertson,2022-01-15,18727,246,821,2022
Rutherford,2022-01-15,79624,777,1640,2022
Scott,2022-01-15,6672,91,110,2022
Sequatchie,2022-01-15,3528,61,99,2022
Sevier,2022-01-15,25274,348,502,2022
Shelby,2022-01-15,207593,2811,8023,2022
Smith,2022-01-15,4983,66,140,2022
Stewart,2022-01-15,2663,45,72,2022
Sullivan,2022-01-15,35304,572,1677,2022
Sumner,2022-01-15,44375,601,1513,2022
Tipton,2022-01-15,15182,186,439,2022
Trousdale,2022-01-15,3655,38,96,2022
Unicoi,2022-01-15,3802,81,181,2022
Union,2022-01-15,4141,65,87,2022
Van Buren,2022-01-15,1464,44,46,2022
Warren,2022-01-15,10034,153,203,2022
Washington,2022-01-15,28825,412,1018,2022
Wayne,2022-01-15,4677,50,111,2022
Weakley,2022-01-15,7738,107,173,2022
White,2022-01-15,6577,117,253,2022
Williamson,2022-01-15,52298,342,813,2022
Wilson,2022-01-15,35409,423,898,2022
Unknown,2022-01-15,60166,410,911,2022
Anderson,2022-01-08,15514,269,347,2022
Bedford,2022-01-08,10864,204,300,2022
Benton,2022-01-08,3333,81,118,2022
Bledsoe,2022-01-08,3764,40,84,2022
Blount,2022-01-08,27945,325,793,2022
Bradley,2022-01-08,25461,321,969,2022
Campbell,2022-01-08,8486,129,178,2022
Cannon,2022-01-08,3136,50,95,2022
Carroll,2022-01-08,6543,126,201,2022
Carter,2022-01-08,12271,271,588,2022
Cheatham,2022-01-08,8483,92,238,2022
Chester,2022-01-08,4180,81,86,2022
Claiborne,2022-01-08,6463,144,156,2022
Clay,2022-01-08,1760,41,68,2022
Cocke,2022-01-08,8732,171,171,2022
Coffee,2022-01-08,12189,210,349,2022
Crockett,2022-01-08,3799,75,54,2022
Cumberland,2022-01-08,12427,277,335,2022
Davidson,2022-01-08,153974,1384,3715,2022
Decatur,2022-01-08,2739,49,81,2022
Dekalb,2022-01-08,4776,87,137,2022
Dickson,2022-01-08,12118,205,393,2022
Dyer,2022-01-08,9350,167,190,2022
Fayette,2022-01-08,9355,135,351,2022
Fentress,2022-01-08,4241,95,194,2022
Franklin,2022-01-08,9235,145,181,2022
Gibson,2022-01-08,12421,212,202,2022
Giles,2022-01-08,6881,150,254,2022
Grainger,2022-01-08,5109,92,111,2022
Greene,2022-01-08,16005,292,604,2022
Grundy,2022-01-08,3158,64,109,2022
Hamblen,2022-01-08,14904,291,341,2022
Hamilton,2022-01-08,76364,905,2348,2022
Hancock,2022-01-08,1499,28,52,2022
Hardeman,2022-01-08,5936,96,168,2022
Hardin,2022-01-08,6261,109,143,2022
Hawkins,2022-01-08,12083,242,483,2022
Haywood,2022-01-08,4629,82,115,2022
Henderson,2022-01-08,6492,119,155,2022
Henry,2022-01-08,6152,116,234,2022
Hickman,2022-01-08,5314,91,156,2022
Houston,2022-01-08,2085,53,89,2022
Humphreys,2022-01-08,3694,60,160,2022
Jackson,2022-01-08,2349,50,107,2022
Jefferson,2022-01-08,11582,217,259,2022
Johnson,2022-01-08,4298,68,190,2022
Knox,2022-01-08,92548,1072,2358,2022
Lake,2022-01-08,2175,34,41,2022
Lauderdale,2022-01-08,5968,79,141,2022
Lawrence,2022-01-08,10679,159,385,2022
Lewis,2022-01-08,2719,48,96,2022
Lincoln,2022-01-08,7447,132,228,2022
Loudon,2022-01-08,10910,148,227,2022
Macon,2022-01-08,6294,119,248,2022
Madison,2022-01-08,21547,359,472,2022
Marion,2022-01-08,6498,109,249,2022
Marshall,2022-01-08,7798,103,226,2022
Maury,2022-01-08,22357,273,626,2022
McMinn,2022-01-08,11741,197,372,2022
McNairy,2022-01-08,5371,86,112,2022
Meigs,2022-01-08,2535,46,86,2022
Monroe,2022-01-08,10831,196,399,2022
Montgomery,2022-01-08,39033,474,686,2022
Moore,2022-01-08,1637,32,34,2022
Morgan,2022-01-08,4318,60,80,2022
Obion,2022-01-08,7941,147,231,2022
Overton,2022-01-08,5480,110,213,2022
Perry,2022-01-08,1783,42,58,2022
Pickett,2022-01-08,1228,28,68,2022
Polk,2022-01-08,3535,49,137,2022
Putnam,2022-01-08,18959,266,597,2022
Rhea,2022-01-08,7673,129,184,2022
Roane,2022-01-08,11405,184,262,2022
Robertson,2022-01-08,17419,234,808,2022
Rutherford,2022-01-08,74296,741,1610,2022
Scott,2022-01-08,6323,89,110,2022
Sequatchie,2022-01-08,3402,60,96,2022
Sevier,2022-01-08,23672,334,493,2022
Shelby,2022-01-08,192962,2719,7871,2022
Smith,2022-01-08,4714,65,138,2022
Stewart,2022-01-08,2498,44,69,2022
Sullivan,2022-01-08,33038,558,1648,2022
Sumner,2022-01-08,41457,585,1487,2022
Tipton,2022-01-08,14260,179,429,2022
Trousdale,2022-01-08,3481,36,92,2022
Unicoi,2022-01-08,3598,80,178,2022
Union,2022-01-08,3895,62,87,2022
Van Buren,2022-01-08,1408,43,46,2022
Warren,2022-01-08,9486,152,200,2022
Washington,2022-01-08,26951,403,1003,2022
Wayne,2022-01-08,4461,47,107,2022
Weakley,2022-01-08,7165,106,170,2022
White,2022-01-08,6243,115,252,2022
Williamson,2022-01-08,49074,326,793,2022
Wilson,2022-01-08,32978,414,881,2022
Unknown,2022-01-08,55585,390,880,2022
Anderson,2022-01-01,14739,265,343,2022
Bedford,2022-01-01,10328,204,296,2022
Benton,2022-01-01,3211,80,117,2022
Bledsoe,2022-01-01,3695,39,83,2022
Blount,2022-01-01,26271,322,776,2022
Bradley,2022-01-01,24150,318,948,2022
Campbell,2022-01-01,8116,128,176,2022
Cannon,2022-01-01,3029,50,95,2022
Carroll,2022-01-01,6206,125,199,2022
Carter,2022-01-01,11827,267,580,2022
Cheatham,2022-01-01,7981,90,233,2022
Chester,2022-01-01,3908,81,86,2022
Claiborne,2022-01-01,6263,144,156,2022
Clay,2022-01-01,1709,39,67,2022
Cocke,2022-01-01,8337,169,169,2022
Coffee,2022-01-01,11598,209,339,2022
Crockett,2022-01-01,3599,75,54,2022
Cumberland,2022-01-01,12177,274,332,2022
Davidson,2022-01-01,142173,1375,3640,2022
Decatur,2022-01-01,2619,49,81,2022
Dekalb,2022-01-01,4604,85,134,2022
Dickson,2022-01-01,11639,204,389,2022
Dyer,2022-01-01,8749,165,186,2022
Fayette,2022-01-01,8678,134,342,2022
Fentress,2022-01-01,4127,89,192,2022
Franklin,2022-01-01,8752,144,180,2022
Gibson,2022-01-01,11620,211,200,2022
Giles,2022-01-01,6545,148,250,2022
Grainger,2022-01-01,4881,91,110,2022
Greene,2022-01-01,15391,285,591,2022
Grundy,2022-01-01,3072,64,109,2022
Hamblen,2022-01-01,14245,287,341,2022
Hamilton,2022-01-01,71410,896,2300,2022
Hancock,2022-01-01,1439,26,51,2022
Hardeman,2022-01-01,5648,96,167,2022
Hardin,2022-01-01,6029,108,139,2022
Hawkins,2022-01-01,11646,239,472,2022
Haywood,2022-01-01,4268,82,114,2022
Henderson,2022-01-01,6279,118,154,2022
Henry,2022-01-01,5925,114,230,2022
Hickman,2022-01-01,5122,91,153,2022
Houston,2022-01-01,2037,53,89,2022
Humphreys,2022-01-01,3585,59,160,2022
Jackson,2022-01-01,2277,48,106,2022
Jefferson,2022-01-01,11061,216,256,2022
Johnson,2022-01-01,4228,64,187,2022
Knox,2022-01-01,86663,1060,2303,2022
Lake,2022-01-01,2075,34,41,2022
Lauderdale,2022-01-01,5583,79,139,2022
Lawrence,2022-01-01,10295,158,380,2022
Lewis,2022-01-01,2661,48,96,2022
Lincoln,2022-01-01,7169,130,226,2022
Loudon,2022-01-01,10376,147,223,2022
Macon,2022-01-01,6054,117,244,2022
Madison,2022-01-01,19956,357,470,2022
Marion,2022-01-01,6224,109,239,2022
Marshall,2022-01-01,7486,101,225,2022
Maury,2022-01-01,21496,272,621,2022
McMinn,2022-01-01,11298,196,369,2022
McNairy,2022-01-01,5111,86,110,2022
Meigs,2022-01-01,2434,45,86,2022
Monroe,2022-01-01,10473,196,394,2022
Montgomery,2022-01-01,36878,469,679,2022
Moore,2022-01-01,1561,32,33,2022
Morgan,2022-01-01,4166,57,80,2022
Obion,2022-01-01,7476,146,226,2022
Overton,2022-01-01,5302,106,207,2022
Perry,2022-01-01,1738,41,58,2022
Pickett,2022-01-01,1187,28,68,2022
Polk,2022-01-01,3427,49,137,2022
Putnam,2022-01-01,18270,261,594,2022
Rhea,2022-01-01,7482,128,180,2022
Roane,2022-01-01,10920,184,258,2022
Robertson,2022-01-01,16366,233,800,2022
Rutherford,2022-01-01,70031,728,1578,2022
Scott,2022-01-01,6165,89,110,2022
Sequatchie,2022-01-01,3286,60,95,2022
Sevier,2022-01-01,22409,332,489,2022
Shelby,2022-01-01,173732,2698,7721,2022
Smith,2022-01-01,4522,64,136,2022
Stewart,2022-01-01,2387,44,69,2022
Sullivan,2022-01-01,31375,544,1615,2022
Sumner,2022-01-01,39014,580,1459,2022
Tipton,2022-01-01,13245,179,420,2022
Trousdale,2022-01-01,3403,36,88,2022
Unicoi,2022-01-01,3473,78,175,2022
Union,2022-01-01,3759,62,87,2022
Van Buren,2022-01-01,1393,42,46,2022
Warren,2022-01-01,9230,151,198,2022
Washington,2022-01-01,25607,400,987,2022
Wayne,2022-01-01,4366,47,106,2022
Weakley,2022-01-01,6870,106,166,2022
White,2022-01-01,6053,115,252,2022
Williamson,2022-01-01,46281,323,781,2022
Wilson,2022-01-01,31204,405,865,2022
Unknown,2022-01-01,50530,388,861,2022
Anderson,2021-12-25,14287,260,341,2021
Bedford,2021-12-25,9988,199,294,2021
Benton,2021-12-25,3132,76,117,2021
Bledsoe,2021-12-25,3645,37,83,2021
Blount,2021-12-25,25588,317,770,2021
Bradley,2021-12-25,23529,310,935,2021
Campbell,2021-12-25,7876,122,175,2021
Cannon,2021-12-25,2965,50,95,2021
Carroll,2021-12-25,6071,123,198,2021
Carter,2021-12-25,11569,261,563,2021
Cheatham,2021-12-25,7579,87,226,2021
Chester,2021-12-25,3766,81,84,2021
Claiborne,2021-12-25,6096,142,154,2021
Clay,2021-12-25,1658,38,67,2021
Cocke,2021-12-25,7994,161,168,2021
Coffee,2021-12-25,11246,206,335,2021
Crockett,2021-12-25,3504,74,54,2021
Cumberland,2021-12-25,11959,269,330,2021
Davidson,2021-12-25,132309,1352,3586,2021
Decatur,2021-12-25,2565,49,81,2021
Dekalb,2021-12-25,4496,82,132,2021
Dickson,2021-12-25,11142,198,386,2021
Dyer,2021-12-25,8419,164,185,2021
Fayette,2021-12-25,7957,131,331,2021
Fentress,2021-12-25,4021,86,189,2021
Franklin,2021-12-25,8491,134,179,2021
Gibson,2021-12-25,11218,207,197,2021
Giles,2021-12-25,6391,146,248,2021
Grainger,2021-12-25,4757,88,108,2021
Greene,2021-12-25,15077,281,580,2021
Grundy,2021-12-25,3020,64,109,2021
Hamblen,2021-12-25,13871,283,337,2021
Hamilton,2021-12-25,68298,878,2267,2021
Hancock,2021-12-25,1385,24,48,2021
Hardeman,2021-12-25,5380,95,166,2021
Hardin,2021-12-25,5878,107,138,2021
Hawkins,2021-12-25,11365,224,465,2021
Haywood,2021-12-25,4015,82,114,2021
Henderson,2021-12-25,6150,118,154,2021
Henry,2021-12-25,5776,111,227,2021
Hickman,2021-12-25,4961,88,153,2021
Houston,2021-12-25,1994,50,87,2021
Humphreys,2021-12-25,3487,58,158,2021
Jackson,2021-12-25,2216,47,102,2021
Jefferson,2021-12-25,10767,209,256,2021
Johnson,2021-12-25,4157,61,186,2021
Knox,2021-12-25,83791,1047,2264,2021
Lake,2021-12-25,2045,34,41,2021
Lauderdale,2021-12-25,5405,79,139,2021
Lawrence,2021-12-25,10076,156,378,2021
Lewis,2021-12-25,2611,48,96,2021
Lincoln,2021-12-25,7008,127,224,2021
Loudon,2021-12-25,10136,139,222,2021
Macon,2021-12-25,5805,117,241,2021
Madison,2021-12-25,18931,354,467,2021
Marion,2021-12-25,6065,108,237,2021
Marshall,2021-12-25,7296,101,224,2021
Maury,2021-12-25,20687,269,613,2021
McMinn,2021-12-25,11096,193,363,2021
McNairy,2021-12-25,4945,85,108,2021
